가맹점구분번호,가맹점주소,가맹점명,가맹점지역,업종,상권,가맹점 운영개월수 구간,매출금액 구간,매출건수 구간,유니크 고객 수 구간,객단가 구간,취소율 구간,배달매출금액 비율,동일 업종 매출금액 비율,동일 업종 매출건수 비율,동일 업종 내 매출 순위 비율,동일 상권 내 매출 순위 비율,남성 20대이하 고객 비중,남성 30대 고객 비중,남성 40대 고객 비중,남성 50대 고객 비중,남성 60대이상 고객 비중,여성 20대이하 고객 비중,여성 30대 고객 비중,여성 40대 고객 비중,여성 50대 고객 비중,여성 60대이상 고객 비중,재방문 고객 비중,신규 고객 비중,거주 이용 고객 비율,직장 이용 고객 비율,유동인구 이용 고객 비율
19DC3A560D,서울 성동구 동호로 102.,더건***************,서울 성동구,식품 제조,금남시장,2,5,4,4,4,2,0.0,43.729166666666664,37.3625,20.1,0.0,0.5822166666666666,5.148958333333334,5.232108333333333,7.833616666666667,11.982529166666666,1.3011166666666667,11.609375,11.713725,17.566383333333334,27.029970833333334,38.388333333333335,7.195833333333334,73.5375,1.9249999999999998,24.5375
1E00B3CC15,서울 성동구 용답29길 28.,럼프**,서울 성동구,한식-단품요리일반,답십리,4,6,5,5,6,5,77.34,0.36,1.26,81.68,71.78,12.30864,12.66732,13.790560000000001,8.69738,2.6057799999999998,12.35136,12.59268,13.72944,8.70262,2.6142200000000004,13.34,1.956,13.34,6.66,40.0
1F369B9364,서울특별시 성동구 아차산로11길 11,송계*****,서울 성동구,백반/가정식,성수,4,1,2,2,2,2,0.0,658.0291666666667,418.6625,0.9208333333333333,1.9916666666666667,20.88675,10.209016666666667,2.496925,2.7248916666666667,0.6944041666666667,35.867416666666664,17.18265,4.1655750000000005,4.608441666666667,1.1514291666666667,3.7091666666666665,6.387083333333333,9.066666666666666,7.7250000000000005,83.2125
202266AAE4,서울특별시 성동구 아차산로 84,쿠키*,서울 성동구,한식-단품요리일반,성수,4,2,2,1,4,2,0.0,211.75833333333333,443.65833333333336,8.270833333333334,12.433333333333334,12.230662500000001,5.652245833333334,1.5425666666666666,1.7147833333333333,0.38889583333333333,44.5818375,20.60192083333333,5.6241,6.247716666666666,1.4152708333333335,20.791666666666668,7.465833333333332,12.508333333333333,12.8125,74.67083333333333
2358FEB402,서울 성동구 마장로35길 70.,몽실**,서울 성동구,축산물,마장동,2,1,3,3,1,4,0.0,565.9416666666667,91.64166666666667,1.0416666666666667,1.7333333333333334,5.726404166666667,19.716195833333334,16.059479166666666,19.837345833333334,14.375233333333334,1.8444291666666668,6.321304166666667,5.153020833333333,6.3709875,4.603933333333334,14.389166666666666,6.6066666666666665,11.9875,6.479166666666667,81.54583333333333
241A9CFA07,서울특별시 성동구 행당로 79,쌍둥*******,서울 성동구,수산물,행당,4,6,6,6,6,6,0.0,0.4083333333333334,0.8624999999999999,76.7125,76.19583333333334,0.03752083333333334,0.9438416666666666,0.6551625,5.168941666666666,9.517608333333333,0.1458125,1.9103249999999998,2.3073375,9.710225000000001,19.59489166666667,6.472916666666666,0.2245833333333333,3.029166666666667,0.0,1.1375000000000002
260F71BF9B,서울특별시 성동구 성수일로10가길 4,올드**,서울 성동구,기타세계요리,성수,6,4,3,3,5,3,35.75454545454546,33.22727272727273,77.61818181818181,78.76363636363637,49.41818181818182,9.865527272727274,12.438754545454547,7.2298,5.756145454545455,1.252390909090909,17.161745454545454,21.597609090909092,12.552018181818182,9.98930909090909,2.147609090909091,25.395454545454545,28.05,17.69090909090909,38.28181818181818,44.02727272727273
2889D57BC9,서울  성동구  성수동2가,영남***,서울 성동구,식품 제조,성수,2,5,5,5,3,1,0.0,26.5625,10.754166666666666,32.825,49.891666666666666,0.2461875,2.4341458333333335,5.0458125,6.250545833333334,18.870004166666668,0.5746458333333334,4.353354166666667,10.466687499999999,13.366120833333333,38.392495833333335,35.12291666666667,7.853750000000001,82.73750000000001,6.120833333333334,11.141666666666666
2FB0335820,서울특별시 성동구 금호산2길 13,가뱅*******,서울 성동구,와인바,금남시장,4,5,6,6,4,4,0.0,12.670833333333334,3.7416666666666663,58.30833333333333,56.75833333333333,0.0,21.0217375,38.61447916666667,20.722975,2.4191416666666665,0.0,4.561595833333333,7.360520833333333,4.685358333333333,0.6183583333333333,24.879166666666666,7.620833333333334,1.0416666666666667,0.0,44.791666666666664
32425BE27F,서울특별시 성동구 왕십리로 58,도쎄***,서울 성동구,양식,뚝섬,5,2,3,2,3,2,37.84,128.8,219.3,11.76,0.0,16.6465,14.9286,3.75406,2.9303000000000003,0.94048,25.813499999999998,23.1514,5.82594,4.5497000000000005,1.45952,20.072,6.294,20.46,21.08,58.5
32F21633BE,서울특별시 성동구 왕십리로 363,싸부****,서울 성동구,한식-단품요리일반,왕십리,4,3,2,2,4,3,54.52,115.06,315.1,14.21,0.0,24.84218,15.87795,9.704410000000001,9.36819,3.5073399999999997,14.40782,9.20205,5.62559,5.4318100000000005,2.03266,38.884,5.837000000000001,44.12,10.17,45.72
365914E11C,서울특별시 성동구 청계천로10가길 64-12,청계**,서울 성동구,카페,마장동,4,4,3,3,5,3,0.0,46.77777777777778,60.75555555555555,34.81111111111111,0.0,14.862344444444444,29.200733333333332,13.597233333333334,10.745444444444445,2.2863,6.159877777777778,12.099266666666667,5.6361,4.454555555555555,0.9470333333333333,57.784444444444446,4.9799999999999995,18.033333333333335,45.12222222222222,36.84444444444445
3B10BE8CBB,서울 성동구 마장로37길 43.,창민**,서울 성동구,축산물,마장동,2,3,5,5,2,3,0.0,127.52083333333333,27.9625,18.9375,18.933333333333334,6.945645833333334,28.619458333333334,9.547966666666667,7.861608333333333,6.7532000000000005,4.796020833333333,18.759708333333336,7.1812,5.317558333333333,4.2218,21.734166666666667,10.371666666666666,5.475,3.095833333333333,91.42500000000001
3D4F4809F0,서울특별시 성동구 서울숲4길 22-7,훈*,서울 성동구,일식당,뚝섬,5,1,2,2,2,3,0.0,294.46363636363634,270.2,5.1000000000000005,5.4818181818181815,23.078872727272728,14.226527272727273,4.557963636363636,4.448427272727273,1.6926363636363637,25.002945454545454,15.409836363636364,4.932945454545455,4.824299999999999,1.8346363636363638,4.618181818181818,9.108181818181817,7.181818181818182,4.818181818181818,87.99090909090908
3F53A733C8,서울특별시 성동구 왕십리로14길 25,쿠키***,서울 성동구,베이커리,뚝섬,5,4,4,4,4,3,1.9791666666666667,20.487499999999997,19.4125,60.704166666666666,48.68333333333333,11.930120833333334,12.720995833333333,4.322991666666667,3.2911125,1.6681208333333333,23.199045833333333,24.687337499999998,8.468675,6.463054166666667,3.2235458333333336,16.6275,16.042916666666667,25.0875,21.829166666666666,53.079166666666666
40AA7DDA7E,서울특별시 성동구 고산자로6길 31-2,또야*,서울 성동구,백반/가정식,왕십리,4,4,3,3,4,2,7.1499999999999995,72.00416666666666,153.02499999999998,22.354166666666668,31.508333333333333,8.117466666666665,12.412929166666666,15.830295833333334,17.976758333333336,8.718770833333332,4.790866666666667,7.307904166666666,9.273870833333334,10.485741666666666,5.1020625,37.397083333333335,6.258333333333333,40.925,20.508333333333333,30.233333333333334
422418BBDD,서울특별시 성동구 행당로 112,대단*********,서울 성동구,베이커리,행당,5,4,2,2,5,1,29.33684210526316,78.15789473684211,282.7736842105263,40.38947368421053,27.963157894736845,9.867973684210526,4.835852631578947,11.024257894736841,4.532978947368421,0.9423421052631579,21.863605263157893,10.590463157894737,24.28626842105263,10.009126315789475,2.0418684210526314,33.74947368421053,15.422105263157896,75.2578947368421,2.4052631578947365,22.33157894736842
48731DE9B9,서울 성동구 마조로 17 .,우리******,서울 성동구,치킨,한양대,2,3,2,2,5,2,0.0,153.64166666666668,522.6958333333333,13.037500000000001,44.325,46.05384166666667,8.046754166666666,4.999075,5.9640375,2.1209166666666666,22.525325,3.9157458333333333,2.4259250000000003,2.902629166666667,1.0290833333333333,35.55416666666667,5.939166666666667,56.13333333333333,3.3125,40.56666666666667
499F3ECFD7,서울특별시 성동구 장터길 43-2,오늘****,서울 성동구,한식-단품요리일반,금남시장,5,4,5,4,3,2,47.412499999999994,25.270833333333332,21.708333333333332,47.020833333333336,44.5,10.3911,21.611004166666664,16.2386375,16.67300416666667,11.528516666666667,3.2797333333333336,6.634829166666666,4.8321958333333335,5.1228291666666665,3.6839833333333334,15.39625,8.122499999999999,59.68333333333333,7.804166666666666,32.516666666666666
4E4FF6A584,서울특별시 성동구 사근동길 56,참진****,서울 성동구,한식-국밥/설렁탕,한양대,3,2,2,1,4,2,4.566666666666666,229.52499999999998,433.49583333333334,6.558333333333334,20.391666666666666,38.35060416666667,7.908370833333333,6.578741666666667,10.919204166666667,4.0542375,18.2285625,3.7624625,3.1129249999999997,5.176629166666667,1.9124291666666666,38.69833333333333,5.673333333333334,39.18333333333333,10.600000000000001,50.21666666666667
4F98FE8D27,서울 성동구 고산자로 340.,운정**,서울 성동구,한식-단품요리일반,마장동,2,5,5,5,4,2,0.0,4.791666666666667,8.741666666666667,71.32916666666667,57.291666666666664,9.010820833333334,4.2608041666666665,9.304804166666667,33.97639166666667,19.479087500000002,3.1475124999999995,1.2141958333333334,2.7035291666666668,10.690275,6.2584125,30.713333333333335,8.108333333333333,2.220833333333333,17.5,59.44583333333334
4FD8F44568,서울특별시 성동구 독서당로 287,인생*******,서울 성동구,한식-해물/생선,금남시장,6,6,5,5,3,1,92.35,2.6,2.3,87.65,78.95,0.0,15.222275,15.222275,24.392274999999998,4.17,0.0,4.3527249999999995,29.352725,6.432725,0.83,10.4175,52.082499999999996,87.5,0.0,12.5
4FF64DE415,서울 성동구 무수막길 89.,신금********,서울 성동구,한식-육류/고기,신금호,2,1,3,3,2,2,0.0,424.12083333333334,237.74583333333334,2.408333333333333,2.7750000000000004,3.9400041666666663,11.203708333333333,15.4724875,11.482916666666666,12.065408333333332,3.3391625,9.483791666666667,13.094179166666667,9.70875,10.205425,23.39708333333333,6.709583333333333,59.645833333333336,6.612500000000001,33.7375
56D6494E4A,서울특별시 성동구 광나루로11길 50,토마*********,서울 성동구,피자,성수,4,5,5,5,4,2,69.30000000000001,8.5125,8.691666666666666,78.12083333333334,0.0,9.882029166666667,8.977416666666667,6.302204166666667,12.051358333333333,4.707495833333334,15.376304166666667,10.980916666666666,8.4644625,17.281975000000003,5.984170833333334,18.02916666666667,5.207083333333333,39.40833333333333,4.066666666666666,35.69166666666667
57B4E2F996,서울 성동구 마장로 228.,장충********,서울 성동구,한식-육류/고기,왕십리,3,5,5,5,3,1,0.0,10.283333333333333,8.858333333333333,65.61250000000001,62.81666666666667,11.952620833333334,13.45645,7.036020833333334,24.4219625,15.557570833333333,4.605712499999999,4.501883333333334,2.805645833333333,9.3655375,6.304929166666667,18.459999999999997,7.381666666666667,42.204166666666666,13.3125,44.479166666666664
5AFF1D97F2,서울특별시 성동구 왕십리로 363,싸부*******,서울 성동구,한식-단품요리일반,왕십리,6,3,3,3,4,2,45.51,90.86,182.43,45.08,0.0,22.24803,22.46507,7.57534,5.6075099999999996,3.86743,10.16197,10.27493,3.4646600000000003,2.5624900000000004,1.76257,29.551,22.302,40.02,8.12,41.86
61472439B5,서울특별시 성동구 동일로 143,얌커*,서울 성동구,커피전문점,건대입구,3,6,6,6,6,5,0.0,0.11666666666666667,0.39166666666666666,91.40833333333335,0.0,6.548216666666667,18.415820833333335,3.9971541666666663,2.102279166666667,24.202779166666666,0.9059499999999999,2.0300124999999998,1.4195125,0.8060541666666666,2.0888875000000002,16.302916666666665,0.22083333333333333,0.0,5.208333333333333,11.458333333333334
61574AF3E1,서울특별시 성동구 용답25길 22,공유************,서울 성동구,카페,답십리,5,4,3,3,5,1,0.2833333333333333,52.075,40.80416666666667,40.5625,40.650000000000006,26.660595833333332,24.848820833333335,8.412658333333333,8.230175,2.0043083333333334,11.3227375,10.692845833333333,3.466508333333333,3.490658333333333,0.8498583333333333,30.772916666666667,8.6475,31.045833333333334,16.6625,52.287499999999994
61A7EE0050,서울특별시 성동구 금호산2길 27,형제***,서울 성동구,떡/한과 제조,금남시장,3,4,5,5,2,1,0.0,63.87916666666667,10.350000000000001,14.037500000000001,36.229166666666664,1.5309291666666667,3.5743791666666667,3.576708333333334,9.323883333333335,28.795779166666666,1.7232375,3.588120833333333,3.927458333333333,10.78445,33.17505416666667,23.22791666666667,6.480416666666667,79.25833333333334,3.5541666666666667,13.020833333333334
64477AD191,서울특별시 성동구 무학로2길 48,커피**,서울 성동구,커피전문점,왕십리,3,4,2,3,5,2,0.14090909090909093,46.70909090909091,254.95454545454547,35.64545454545455,41.4,14.261322727272727,15.702554545454545,11.644118181818182,11.94989090909091,8.533727272727274,8.697768181818182,9.588354545454546,7.096790909090909,7.286472727272727,5.225363636363636,26.35818181818182,6.862272727272727,18.71363636363636,21.077272727272728,60.21363636363637
67A793BE25,서울특별시 성동구 서울숲4길 28,밸런****,서울 성동구,양식,뚝섬,4,2,2,2,4,3,40.541666666666664,195.59166666666667,420.51666666666665,7.529166666666667,9.2,13.877354166666667,7.8362791666666665,1.8165791666666666,2.2564833333333336,0.5830583333333333,38.8768125,21.801220833333335,5.0334208333333335,6.2976833333333335,1.6169416666666665,16.620416666666667,6.89125,14.129166666666666,17.1875,68.67500000000001
6947245C66,서울특별시 성동구 행당로 107,왕십******,서울 성동구,분식,행당,5,5,4,4,4,1,84.26315789473684,16.789473684210527,19.405263157894737,67.68947368421053,60.8421052631579,3.028342105263158,9.953215789473685,11.342657894736842,13.452063157894738,6.210426315789475,3.776921052631579,12.425731578947369,14.478394736842105,17.200568421052633,8.126415789473684,15.993157894736841,18.675789473684212,64.16842105263157,4.957894736842105,30.88421052631579
69C015926E,서울특별시 성동구 성수일로4길 45,성수******,서울 성동구,한식-육류/고기,성수,4,3,2,2,4,2,0.0,143.90833333333333,209.55,16.637500000000003,20.083333333333332,15.270795833333333,18.331341666666667,7.943924999999999,4.755108333333333,1.8949166666666666,16.408370833333336,19.676991666666666,8.547741666666667,5.111558333333333,2.0425833333333334,27.55625,7.622916666666667,14.162500000000001,37.6125,48.229166666666664
6ED7CA8900,서울특별시 성동구 성수일로3길 5-7,테이****************************,서울 성동구,양식,성수,5,5,6,6,4,4,0.0,5.191666666666666,2.35,73.34583333333333,0.0,13.571095833333334,7.236754166666667,1.3220041666666666,3.0750166666666665,0.0,35.695570833333335,32.58824583333333,3.6113291666666663,2.90415,0.0,0.0,17.195416666666667,0.0,1.7374999999999998,39.92916666666667
701E62EE56,서울특별시 성동구 마조로7길 14,맵당**********,서울 성동구,한식-단품요리일반,한양대,5,3,3,3,3,2,17.416666666666668,164.625,202.57083333333333,9.908333333333333,26.924999999999997,27.080704166666667,9.105575,3.7589916666666667,4.654483333333333,1.2273708333333333,31.977629166666663,10.777758333333333,4.445175,5.51635,1.4517958333333334,12.420416666666666,7.015,28.758333333333333,5.887499999999999,65.34166666666667
730E4C7574,서울특별시 성동구 고산자로 198,홍연********,서울 성동구,한식-단품요리일반,왕십리,6,5,5,4,5,2,0.0,15.0,23.1375,71.95,67.375,8.791925,2.1835375,10.7088,6.881575,4.9086625,17.720575,4.3664625,21.3037,13.543425,9.6288375,8.71125,36.9775,81.6125,1.1375,17.25
73583653A0,서울특별시 성동구 상원길 40,뚝섬****,서울 성동구,분식,뚝섬,3,3,1,1,5,2,3.5166666666666666,244.71666666666664,320.3041666666667,6.454166666666667,17.362499999999997,13.115445833333332,18.612483333333333,13.2155875,10.908204166666668,4.661733333333333,8.584554166666667,12.137516666666667,8.617745833333334,7.1084625,3.0465999999999998,40.74208333333333,5.8933333333333335,30.62083333333333,34.09583333333333,35.295833333333334
7A3C729CA2,서울특별시 성동구 마조로7길 4-6,만게******,서울 성동구,일식당,한양대,6,3,3,3,3,2,0.0,129.4857142857143,96.1,54.02857142857143,54.885714285714286,23.78427142857143,12.630928571428571,4.1207714285714285,4.1115571428571425,0.7032428571428572,21.3443,11.111928571428573,3.6792285714285713,3.645585714285714,0.5967571428571429,4.601428571428571,35.901428571428575,23.642857142857142,6.885714285714286,55.2
7E27181707,서울 성동구 마조로9길 6-3,뺑드*,서울 성동구,베이커리,한양대,6,4,3,3,5,1,0.0,26.6,40.3,9.7,16.7,16.647,5.828,3.658,3.844,1.023,37.053,12.972,8.142,8.556,2.277,39.61,0.78,44.2,8.1,47.7
7E63F9E0CF,서울특별시 성동구 상원6길 6,리틀****,서울 성동구,카페,뚝섬,5,5,4,4,5,2,0.0,16.870588235294118,12.829411764705881,68.22941176470589,58.411764705882355,11.298188235294116,10.602076470588235,2.2774941176470587,3.7282,1.2172176470588234,27.3724,26.1391,5.516623529411765,8.90121176470588,2.9651352941176468,18.19529411764706,19.975294117647056,27.405882352941177,28.923529411764704,43.65294117647059
7FC483F27A,서울특별시 성동구 청계천로10나길 79,중국***,서울 성동구,식료품,마장동,6,5,4,4,4,1,0.0,8.55,13.533333333333333,60.18333333333333,63.983333333333334,8.17485,4.0359,19.32275,20.298266666666667,7.582400000000001,4.8751500000000005,2.4307666666666665,15.343916666666669,13.435066666666666,4.550933333333333,23.483333333333334,44.95,64.98333333333333,5.449999999999999,29.583333333333332
81109044D7,서울특별시 성동구 고산자로2길 65,장조*,서울 성동구,한식-단품요리일반,왕십리,4,4,4,4,4,2,0.0,41.65833333333333,105.9,34.19583333333333,0.0,1.3949208333333332,7.2470875,9.353904166666666,10.1633375,5.627220833333333,2.7550791666666665,14.182079166666666,18.4377625,19.878329166666667,10.9561125,45.21458333333333,5.199583333333333,79.60833333333333,3.5708333333333337,16.816666666666666
81E3DAF03B,서울 성동구 성수이로 32-7.,크래*****,서울 성동구,한식-단품요리일반,성수,3,6,6,6,6,6,0.0,0.2125,0.5166666666666667,96.85833333333333,88.91666666666667,2.50125,2.50125,2.50125,0.83375,0.0,1.24875,1.24875,1.24875,0.41625,0.0,0.0,4.166666666666667,1.25,0.0,2.9166666666666665
868FFBF701,서울특별시 성동구 왕십리로 382,만만**,서울 성동구,일식당,왕십리,5,2,3,3,3,3,14.439130434782609,141.20434782608697,199.02173913043478,24.791304347826088,0.0,8.0633,11.486656521739132,9.953052173913044,9.386978260869565,6.847365217391304,8.841047826086957,12.600299999999999,10.786078260869566,10.213021739130435,7.478721739130435,20.211739130434783,13.682173913043478,36.54347826086956,8.617391304347827,50.495652173913044
8939E02566,서울특별시 성동구 성수일로1길 10,성수***,서울 성동구,일식당,뚝섬,4,2,4,4,1,1,0.0,138.07916666666668,34.9375,14.183333333333334,0.0,18.439270833333335,23.269066666666667,5.481566666666667,3.4739833333333334,1.2187916666666667,17.539895833333333,21.3226,5.039266666666666,3.1551833333333335,1.097875,5.0725,7.990833333333334,11.625,5.820833333333333,82.56666666666666
8A5378CE22,서울특별시 성동구 마조로11길 10,커피*,서울 성동구,커피전문점,한양대,4,4,3,3,4,2,0.0,47.02916666666667,119.08333333333333,33.625,56.3875,19.571195833333334,6.3553999999999995,3.332345833333333,4.191729166666667,1.0060083333333332,37.16630416666666,12.0821,6.342654166666667,8.0249375,1.9356583333333335,20.233333333333334,6.520416666666666,37.31666666666667,5.800000000000001,56.895833333333336
8CA6B75925,서울특별시 성동구 왕십리로10길 20,오프*******,서울 성동구,요리주점,뚝섬,4,3,3,3,3,3,11.395833333333334,197.09583333333333,144.17083333333332,7.1499999999999995,15.958333333333334,15.287183333333335,7.358066666666667,2.019420833333333,1.7691291666666666,0.4146666666666667,41.62531666666667,20.029433333333333,5.5264125,4.814204166666666,1.1353333333333333,3.349166666666667,6.4366666666666665,7.5375000000000005,9.712499999999999,82.75
8CF39A31E0,서울특별시 성동구 뚝섬로 385-32,밀단*,서울 성동구,일식-샤브샤브,성수,3,3,3,3,4,2,0.0,126.28333333333333,254.67916666666667,13.945833333333333,18.104166666666668,13.638570833333333,17.7053875,11.745899999999999,9.940820833333333,6.1251,9.3947625,12.332112500000001,8.008266666666666,6.8925125,4.233233333333334,39.14125,5.747916666666667,18.520833333333332,40.12083333333333,41.358333333333334
8D7C69A199,서울특별시 성동구 연무장7길 8-1,커피**********,서울 성동구,커피전문점,성수,4,5,4,4,6,3,0.0,18.45,35.4,50.45,45.075,22.162575,13.635925,6.4818,3.42545,1.718175,24.587425,15.139075,7.1932,3.79955,1.906825,20.3275,5.59,9.45,19.025,46.55
8DD2137D28,서울특별시 성동구 연무장길 41-22,청주**,서울 성동구,요리주점,성수,4,3,5,4,1,1,0.0,97.10833333333333,27.924999999999997,15.570833333333333,19.366666666666667,13.442520833333333,21.185979166666666,5.90045,3.435975,1.8826625000000001,15.911645833333333,25.414020833333336,7.078716666666667,3.676525,2.0715041666666667,4.234166666666667,6.334583333333333,13.191666666666666,5.616666666666666,81.19999999999999
9042A5401C,서울 성동구 자동차시장1길 96 .,비바***,서울 성동구,카페,장한평자동차,3,4,3,4,4,4,49.94583333333333,42.09166666666667,43.291666666666664,43.1125,33.2375,11.167575,21.286749999999998,8.630691666666667,7.423212500000001,2.852091666666667,9.494925,18.584083333333336,7.460975,6.443454166666666,2.4562416666666667,30.477500000000003,15.905833333333334,15.179166666666667,18.75,61.90416666666667
90AFF4E6B1,서울특별시 성동구 마조로3가길 25,김복*************,서울 성동구,호프/맥주,한양대,5,3,4,3,3,2,0.0,138.30833333333334,114.91250000000001,15.191666666666666,35.704166666666666,38.010999999999996,15.747549999999999,4.8256958333333335,4.7624375,0.9779666666666667,21.039,8.760783333333332,2.6826375000000002,2.633395833333333,0.5470333333333334,7.952500000000001,7.4833333333333325,23.541666666666668,7.216666666666667,69.23333333333333
97BB136954,서울특별시 성동구 왕십리로 291-2,고기****,서울 성동구,한식-육류/고기,왕십리,4,1,3,3,2,2,0.0,486.03749999999997,162.39374999999998,1.825,6.05625,22.86496875,22.6266875,7.0483875000000005,6.70123125,1.8688375,14.51628125,14.4108125,4.5078625,4.26126875,1.1999125,10.67875,7.391875,30.51875,7.23125,62.2375
999B6B5297,서울특별시 성동구 고산자로2길 65,할머************,서울 성동구,분식,왕십리,6,4,3,3,4,3,56.80833333333333,78.29166666666667,88.1,43.775,0.0,2.6737833333333336,11.304958333333333,15.290199999999999,9.251208333333333,4.369158333333334,3.58455,15.095041666666667,20.39313333333333,12.273791666666666,5.797508333333333,34.67666666666667,20.511666666666667,79.71666666666667,2.2416666666666667,18.049999999999997
A0EB1A75A7,서울특별시 성동구 성덕정11길 5-12,새들*****************,서울 성동구,한식-단품요리일반,성수,4,6,6,6,6,6,0.0,0.3315789473684211,0.6736842105263159,65.72105263157894,56.97894736842105,7.529205263157895,5.964463157894736,1.7592315789473683,1.4369263157894738,0.26603157894736845,13.602373684210527,10.593431578947367,3.1670842105263155,2.5525473684210525,0.49186315789473684,5.693684210526316,5.2631578947368425,0.5263157894736842,0.5263157894736842,4.2105263157894735
A1886B3C8E,서울특별시 성동구 용답23길 19,컨티*************************,서울 성동구,카페,답십리,5,4,3,3,5,3,17.366666666666667,70.85833333333333,68.29583333333333,32.483333333333334,34.266666666666666,13.073891666666666,19.5278375,8.392720833333334,8.574591666666667,1.4455875,12.684441666666666,18.763829166666667,8.023945833333334,8.179575,1.3460791666666667,37.672916666666666,7.973333333333334,25.583333333333332,22.145833333333332,52.270833333333336
