가맹점구분번호,가맹점주소,가맹점명,가맹점지역,업종,상권,가맹점 운영개월수 구간,매출금액 구간,매출건수 구간,유니크 고객 수 구간,객단가 구간,취소율 구간,배달매출금액 비율,동일 업종 매출금액 비율,동일 업종 매출건수 비율,동일 업종 내 매출 순위 비율,동일 상권 내 매출 순위 비율,남성 20대이하 고객 비중,남성 30대 고객 비중,남성 40대 고객 비중,남성 50대 고객 비중,남성 60대이상 고객 비중,여성 20대이하 고객 비중,여성 30대 고객 비중,여성 40대 고객 비중,여성 50대 고객 비중,여성 60대이상 고객 비중,재방문 고객 비중,신규 고객 비중,거주 이용 고객 비율,직장 이용 고객 비율,유동인구 이용 고객 비율
0239C4D2D3,서울특별시 성동구 아차산로7나길 18,밥플***********,서울 성동구,백반/가정식,성수,4,2,1,2,4,3,0.0,307.25,907.2833333333333,5.054166666666666,8.075,17.694454166666667,24.227633333333333,16.263304166666668,10.014524999999999,4.3982624999999995,6.730545833333333,9.155700000000001,6.111695833333333,3.7563083333333336,1.6392375,52.86416666666667,6.19375,10.829166666666667,43.6875,45.4875
0255C174CC,서울 성동구 왕십리로24나길 10.,달구*,서울 성동구,한식-육류/고기,왕십리,2,4,3,3,4,1,0.0,60.729166666666664,204.43333333333334,22.129166666666666,29.87083333333333,14.374491666666664,19.688812499999997,16.4255375,17.491091666666666,12.022866666666665,3.317175,5.1195208333333335,4.111962500000001,4.517241666666667,2.9229666666666665,35.60916666666667,5.71625,38.57083333333333,17.520833333333332,43.90833333333333
025B95F178,서울특별시 성동구 왕십리로4길 16,짬뽕**,서울 성동구,중식당,뚝섬,3,2,2,2,4,2,0.3416666666666667,161.32916666666668,261.7708333333333,11.429166666666667,13.070833333333333,13.415125,18.9702125,13.811179166666667,12.9052375,9.571691666666666,6.101541666666666,8.646454166666667,6.297154166666667,5.894762500000001,4.378308333333333,23.064166666666665,6.815416666666668,20.9125,21.970833333333335,57.11666666666666
02621706D5,서울특별시 성동구 왕십리로 410,미래*,서울 성동구,식료품,왕십리,4,5,6,6,4,4,0.0,27.262500000000003,0.6708333333333334,20.541666666666668,0.0,0.0,8.407462500000001,6.5895,8.128670833333334,24.697170833333335,0.0,7.0592041666666665,6.368833333333333,9.208829166666668,29.556995833333335,16.805,4.363333333333333,4.166666666666667,0.0,41.666666666666664
026EBC2ED1,서울특별시 성동구 독서당로60길 2,티엔************,서울 성동구,동남아/인도음식,금남시장,5,4,4,4,4,2,13.547619047619047,35.39523809523809,67.53809523809524,51.7,0.0,4.804342857142857,11.922357142857143,11.954490476190475,8.796990476190476,5.371628571428571,6.3289904761904765,16.14907142857143,15.802652380952381,11.722057142857143,7.152180952380952,25.707619047619048,14.441428571428572,70.83333333333333,2.8,26.35238095238095
02826B57BE,서울특별시 성동구 마장로37길 51-1,다정**,서울 성동구,축산물,마장동,5,5,5,5,4,3,0.0,7.4,2.219047619047619,80.35238095238095,65.9952380952381,1.3822999999999999,0.01587142857142857,2.4320285714285714,4.942557142857143,15.708838095238095,2.055795238095238,0.14127142857142858,2.158447619047619,6.4955380952380946,21.81497142857143,11.632380952380952,14.115238095238094,0.0,0.0,52.38095238095238
0286E31425,서울 성동구 금호로 84.,장미**,서울 성동구,백반/가정식,금남시장,3,2,3,3,3,2,0.0,191.77916666666667,200.69166666666666,10.066666666666666,0.0,5.284800000000001,15.697820833333331,16.25248333333333,14.551608333333332,14.239908333333334,2.7401999999999997,8.1730125,8.34335,7.452558333333333,7.247591666666667,25.55125,7.994583333333334,51.09583333333333,5.716666666666667,43.1875
02886FCA36,서울특별시 성동구 왕십리로4길 24-7,현 ****,서울 성동구,이자카야,뚝섬,5,2,3,3,2,3,0.0,168.09583333333333,139.63333333333333,21.387500000000003,16.5625,26.066041666666667,12.775420833333333,1.9407999999999999,2.1605125000000003,0.5583291666666667,33.88395833333333,16.566245833333333,2.542533333333333,2.8103208333333334,0.7083375,4.590416666666666,17.780416666666667,7.9624999999999995,7.5166666666666675,84.52083333333333
029F2B4A59,서울특별시 성동구 송정6길 5,로우*,서울 성동구,카페,송정동,4,4,3,3,4,3,0.8958333333333334,32.724999999999994,82.66666666666667,46.17916666666667,0.0,9.45795,16.278929166666668,6.6412708333333335,3.5469166666666667,0.6503458333333333,16.287883333333333,28.225237500000002,11.5795625,6.223916666666667,1.1204875,27.42,7.809583333333332,18.979166666666668,26.758333333333333,54.266666666666666
02A32AE992,서울특별시 성동구 왕십리로 410,카페**,서울 성동구,카페,왕십리,3,4,3,3,5,2,8.708333333333334,58.53333333333333,55.0625,34.74583333333333,0.0,13.247108333333333,13.208095833333333,4.285041666666667,4.929383333333333,2.6356166666666665,21.286225,21.308570833333334,6.889958333333333,7.983116666666667,4.1977166666666665,25.297916666666666,8.067916666666667,27.720833333333335,6.5375,65.74583333333334
02A5043FF7,서울 성동구 행당로17길 13,왕십*****,서울 성동구,한식-육류/고기,왕십리,1,2,3,3,2,2,0.0,210.04583333333332,98.00833333333334,7.720833333333333,15.049999999999999,11.774849999999999,19.675445833333335,14.075537500000001,14.543058333333335,8.471725,5.429316666666667,9.0328875,6.4536291666666665,6.661108333333334,3.886608333333333,16.312083333333334,6.8533333333333335,50.7375,7.195833333333334,42.075
02B146CDF2,서울특별시 성동구 무학봉길 83,한식**,서울 성동구,백반/가정식,왕십리,5,5,5,5,3,2,90.8,15.833333333333334,10.838888888888889,66.87777777777778,64.48333333333333,3.920255555555556,9.755622222222222,21.403627777777775,15.917150000000001,10.850583333333333,2.0741888888888886,2.6888222222222224,6.129705555555556,6.527294444444443,4.077194444444444,23.826666666666668,21.738888888888887,20.51666666666667,17.83888888888889,44.96111111111111
02B9A2CC01,서울특별시 성동구 마장로31길 40,마장*******,서울 성동구,한식-육류/고기,마장동,4,3,3,3,3,2,0.0,149.1375,89.1875,11.975000000000001,17.012500000000003,6.246395833333334,16.0872,12.444375,22.801933333333334,18.052466666666664,2.0161041666666666,5.183633333333334,4.009791666666667,7.352233333333334,5.810033333333333,14.534583333333334,7.037083333333333,20.025,12.274999999999999,67.68333333333334
02EECADFE6,서울특별시 성동구 왕십리로4가길 3,아이*,서울 성동구,카페,뚝섬,6,4,3,3,4,3,0.0,83.63333333333334,121.47777777777779,56.15555555555556,50.12222222222222,17.006666666666668,4.706666666666667,1.1222,1.8333,0.7802666666666667,43.026666666666664,12.47111111111111,2.2333555555555558,4.544477777777778,1.1530666666666667,6.977777777777779,39.55333333333333,4.8,5.177777777777777,78.89999999999999
02FE4FD151,서울특별시 성동구 왕십리로4길 28-2,로우*****,서울 성동구,커피전문점,뚝섬,3,2,1,1,5,2,0.0,287.59166666666664,1612.2875,5.074999999999999,9.8625,13.5913,19.613045833333334,7.503512499999999,3.2767874999999997,1.0136666666666667,16.554533333333335,24.0077875,9.225654166666667,3.9982125,1.2405,36.950833333333335,6.757916666666667,17.233333333333334,32.291666666666664,50.479166666666664
0305234DDB,서울특별시 성동구 둘레9나길 7,이디**********,서울 성동구,식료품,성수,3,6,6,6,6,6,0.0,0.08333333333333333,0.04583333333333334,80.64583333333333,77.74166666666666,0.0,3.125,46.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.208333333333332,0.0,0.0,0.0,4.166666666666667
0328418F66,서울특별시 성동구 연무장5가길 24,솔솥****,서울 성동구,백반/가정식,성수,4,1,1,1,3,2,0.0,504.51250000000005,639.4833333333333,1.5583333333333333,2.9791666666666665,17.570483333333335,9.388575,3.4946625,3.3612708333333337,0.9764625,33.033683333333336,17.565591666666666,6.5303375,6.2720625000000005,1.8193708333333332,5.954166666666667,6.756666666666667,9.016666666666667,9.804166666666667,81.17083333333333
03360C97C5,서울  성동구  용답중앙11길  20,레벤**,서울 성동구,호프/맥주,답십리,2,5,5,5,3,1,0.0,12.704166666666667,15.383333333333333,73.98333333333333,59.12083333333333,2.1426291666666666,5.538495833333333,13.918416666666666,41.8437625,19.80024166666667,0.34070416666666664,1.0615041666666665,2.9815833333333335,8.356237499999999,4.024758333333334,17.30333333333333,7.351249999999999,9.291666666666666,17.895833333333332,72.81666666666666
033F56E9A8,서울특별시 성동구 왕십리로20길 11,금녕**,서울 성동구,한식-국밥/설렁탕,왕십리,4,2,3,2,3,2,10.016666666666667,228.6875,256.24583333333334,6.516666666666667,12.770833333333334,10.621599999999999,14.773220833333333,14.342291666666666,14.266025,9.054,6.2159,8.655945833333334,8.399375,8.363141666666667,5.300166666666666,20.445833333333336,6.888333333333333,32.662499999999994,16.791666666666668,50.53333333333333
035ADB2AA8,서울특별시 성동구 광나루로11길 52-1,리커******,서울 성동구,커피전문점,성수,5,6,5,5,6,5,0.0,6.208333333333333,16.404166666666665,72.90833333333333,0.0,16.396675000000002,18.093766666666667,4.9287125,4.5894625,1.0107083333333333,12.874158333333334,13.206233333333333,4.017120833333333,3.127204166666667,0.9142916666666666,16.39125,3.759166666666667,4.991666666666666,6.020833333333333,22.316666666666666
037D7CDBAE,서울특별시 성동구 한림말3길 29,좋은*****,서울 성동구,일식당,옥수,4,5,5,5,3,2,90.13749999999999,5.591666666666667,7.2041666666666675,79.65833333333333,58.74583333333333,7.73145,10.124795833333334,15.329833333333333,16.624045833333334,4.574866666666667,7.19355,8.441870833333333,9.320166666666667,15.667620833333334,4.983466666666667,21.575000000000003,5.74125,14.270833333333334,2.8166666666666664,57.90833333333333
03803D77FE,서울 성동구 왕십리로 213.,엄마*,서울 성동구,백반/가정식,한양대,3,4,4,4,3,2,0.0,66.41666666666667,75.68333333333334,22.825000000000003,46.708333333333336,16.2806875,10.449462500000001,9.448216666666667,24.303016666666664,11.411316666666666,6.190145833333333,3.9838708333333335,3.789283333333333,9.57615,4.5636833333333335,33.79125,7.07125,17.258333333333333,29.112499999999997,53.63333333333333
039869F9F9,서울 성동구 연무장3길 9-14.,오마************,서울 성동구,일식당,성수,5,3,3,3,3,2,0.0,61.733333333333334,115.46666666666667,47.375,30.779166666666665,19.760608333333334,15.776320833333333,5.914458333333333,4.913654166666666,1.5260458333333333,19.668558333333333,15.827845833333335,5.952208333333334,4.9655125,1.5364541666666667,4.326666666666666,16.995833333333334,10.908333333333333,6.566666666666666,78.38333333333334
03A222EE9D,서울 성동구 마조로 17,놀란*,서울 성동구,한식-단품요리일반,한양대,2,4,4,4,3,2,0.0,59.37916666666667,53.016666666666666,25.283333333333335,49.775000000000006,31.689145833333335,11.499629166666667,8.1110875,7.318733333333333,2.8445625000000003,19.8941875,7.175370833333334,5.0889125,4.593766666666666,1.7721041666666666,13.985833333333334,6.3341666666666665,36.36666666666667,7.0875,56.537499999999994
03A4C45CEB,서울특별시 성동구 고산자로10길 8,장어**,서울 성동구,한식-해물/생선,왕십리,4,1,2,2,3,3,0.0,353.90416666666664,394.82500000000005,3.379166666666667,8.020833333333334,2.352525,8.3907875,11.590520833333334,18.6191625,22.105625,1.3891416666666667,4.9217125,6.809479166666666,10.8808375,12.927708333333333,21.18,6.985833333333334,58.49166666666666,6.654166666666667,34.849999999999994
03A581D873,서울특별시 성동구 사근동12길 7-1,원조*******,서울 성동구,한식-단품요리일반,한양대,3,3,2,2,4,2,0.0,172.06666666666666,352.0083333333333,9.879166666666666,27.658333333333335,16.465279166666665,7.1526000000000005,9.987958333333333,14.1682875,5.310458333333333,14.597220833333333,6.3099,8.837041666666668,12.473379166666668,4.677041666666667,44.240833333333335,5.16375,29.654166666666665,39.17083333333333,31.174999999999997
